,genre,store_name,business_hours,address,url
0,ラーメン,平や,,東京都稲城市矢野口725-1,https://tabelog.com/tokyo/A1327/A132703/13186276/
1,ラーメン,西海製麺所 よみうりランド店,"営業時間
よみうりランドに準ずる。
日曜営業",東京都稲城市矢野口4015-1 よみうりランド,https://tabelog.com/tokyo/A1327/A132703/13275703/
2,ラーメン,三来軒,,東京都稲城市東長沼517,https://tabelog.com/tokyo/A1327/A132703/13048989/
3,ラーメン,丸源ラーメン 稲城平尾店,"営業時間
月〜日10:30〜翌01:00
日曜営業
定休日
なし",東京都稲城市平尾4-26-5,https://tabelog.com/tokyo/A1327/A132703/13265403/
4,ラーメン,江川亭 南多摩店,"営業時間
11:00～16:00(ﾗｽﾄｵｰﾀﾞｰ閉店30分前)18:00~22:00(ﾗｽﾄｵｰﾀﾞｰ閉店30分前)当面の間、16:00～18:00は中休みと致します※その他、臨時休や営業時間変更の場合は、HPのお知らせに掲載いたします
日曜営業
定休日
月曜日（祝日は営業、翌日代休）",東京都稲城市大丸996,https://tabelog.com/tokyo/A1327/A132703/13225965/
5,ラーメン,熊大路,"営業時間
11:00～21:00
日曜営業
定休日
無休",東京都稲城市平尾1185,https://tabelog.com/tokyo/A1327/A132703/13010062/
6,ラーメン,ラーメンショップ 稲城店,"営業時間
[月～水・金]7:00～15:00(L.O.14:30)[土]10:00～17:30(L.O.17:00)
定休日
木曜・日曜",東京都稲城市大丸1032,https://tabelog.com/tokyo/A1327/A132703/13179626/
7,ラーメン,小川軒 平尾店,"営業時間
11：00　～　22:00日・祝　11：00～22：00
日曜営業
定休日
木曜日",東京都稲城市平尾2-7-1,https://tabelog.com/tokyo/A1327/A132703/13139426/
8,ラーメン,麺屋はしば,"営業時間
[月～金]11:30～14:30(L.O.14:10)
定休日
土曜日、日曜日、祝日",東京都稲城市東長沼935-2,https://tabelog.com/tokyo/A1327/A132703/13066400/
9,ラーメン,長崎らーめん 西海製麺所 稲城若葉台店,"営業時間
11：00～20：30（麺が売り切れ次第終了）
日曜営業
定休日
年始",東京都稲城市若葉台2-1-1 フレスポ若葉台EAST1F,https://tabelog.com/tokyo/A1327/A132703/13104601/
10,ラーメン,トトロ,"営業時間
11:00～14:30(LO14:00)[日～木]18:00～22:30(LO22:00)[金～土]18:00～23:30(LO23:00)
日曜営業
定休日
火曜",東京都稲城市平尾2-9-7,https://tabelog.com/tokyo/A1327/A132703/13059414/
11,ラーメン,稲城 大勝軒 五一,,東京都稲城市大丸515-3,https://tabelog.com/tokyo/A1327/A132703/13149671/
12,ラーメン,ループ売店,,東京都稲城市矢野口4015-1 よみうりランド,https://tabelog.com/tokyo/A1327/A132703/13187813/
13,ラーメン,熊本麺壽,,東京都稲城市矢野口4015-1 よみうりランドプール,https://tabelog.com/tokyo/A1327/A132703/13198308/
14,ラーメン,選手食堂 つちふたつ,"営業時間
19:00～23:00(L.O.22:30)
定休日
火曜日",東京都稲城市平尾1-49-4 台原ストアー,https://tabelog.com/tokyo/A1327/A132703/13284969/
