genre,store_name,business_hours,address,url,Cleaned_Address,Longitude,Latitude,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
ガソリンスタンド,環七大原TS / (株)東日本宇佐美,['0:00~23:59'],東京都世田谷区大原2-11-10,N/A,東京都世田谷区大原2-11-10,139.661453,35.670147,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ大杉SS / 日之出石油販売(株),['0:00~23:59'],東京都江戸川区大杉1-10-16,N/A,東京都江戸川区大杉1-10-16,139.876633,35.702995,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,上沼田SS / ヤジマ石油(株),['07:00~20:00'],東京都足立区鹿浜7-12-7,N/A,東京都足立区鹿浜7-12-7,139.763794,35.783268,['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00']
ガソリンスタンド,セルフ錦糸町SS / ヤマヒロ(株),['0:00~23:59'],東京都墨田区江東橋4-10-1,N/A,東京都墨田区江東橋4-10-1,139.815384,35.693981,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ旗の台SS / 昭和礦油(株),['0:00~23:59'],東京都品川区旗の台1-3-21,N/A,東京都品川区旗の台1-3-21,139.704391,35.608044,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ十条台SS / (株)共栄オーメック,['07:00~22:00'],東京都北区上十条1-1-9,N/A,東京都北区上十条1-1-9,139.726364,35.758274,['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00']
ガソリンスタンド,セルフ愛宕SS / 出光リテール販売(株),"['0:00~2:00','3:00~23:59']",東京都多摩市愛宕4-9-15,N/A,東京都多摩市愛宕4-9-15,139.429367,35.628967,"['0:00~2:00','3:00~23:59']","['0:00~2:00','3:00~23:59']","['0:00~2:00','3:00~23:59']","['0:00~2:00','3:00~23:59']","['0:00~2:00','3:00~23:59']","['0:00~2:00','3:00~23:59']","['0:00~2:00','3:00~23:59']"
ガソリンスタンド,亀有SS / 共栄石油(株),['0:00~23:59'],東京都葛飾区西亀有1-31-13,N/A,東京都葛飾区西亀有1-31-13,139.843781,35.757942,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,練馬北町SS / 中村石油(株),['08:00~21:00'],東京都練馬区錦2-17-8,N/A,東京都練馬区錦2-17-8,139.665604,35.763561,['08:00~21:00'],['08:00~21:00'],['08:00~21:00'],['08:00~21:00'],['08:00~21:00'],['08:00~21:00'],['08:00~21:00']
ガソリンスタンド,宇喜田SS / 江戸川石油(株),['06:00~21:00'],東京都江戸川区西葛西4-6-16,N/A,東京都江戸川区西葛西4-6-16,139.864578,35.668941,['06:00~21:00'],['06:00~21:00'],['06:00~21:00'],['06:00~21:00'],['06:00~21:00'],['06:00~21:00'],['06:00~21:00']
ガソリンスタンド,京浜トラックターミナル平和島SS / (株)キタセキ,['0:00~23:59'],東京都大田区平和島2-1-1,N/A,東京都大田区平和島2-1-1,139.743271,35.585175,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフピュア大森 / コスモ石油販売(株),['0:00~23:59'],東京都大田区大森東1-1-21,N/A,東京都大田区大森東1-1-21,139.735275,35.577297,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ大田SS / (株)新出光,['0:00~23:59'],東京都大田区南馬込3-13-13,N/A,東京都大田区南馬込3-13-13,139.719604,35.586166,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,こぶしSS / 出光リテール販売(株),"['0:00~2:00','3:00~23:59']",東京都武蔵村山市三ツ藤3-7-3,N/A,東京都武蔵村山市三ツ藤3-7-3,139.371658,35.756237,"['0:00~2:00','3:00~23:59']","['0:00~2:00','3:00~23:59']","['0:00~2:00','3:00~23:59']","['0:00~2:00','3:00~23:59']","['0:00~2:00','3:00~23:59']","['0:00~2:00','3:00~23:59']","['0:00~2:00','3:00~23:59']"
ガソリンスタンド,セルフ上野毛SS / 明光石油(株),['0:00~23:59'],東京都世田谷区上野毛1-7-9,N/A,東京都世田谷区上野毛1-7-9,139.639694,35.609138,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ立川通りSS / ヤマヒロ(株),['0:00~23:59'],東京都国分寺市西町5-11-5,N/A,東京都国分寺市西町5-11-5,139.431259,35.718819,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,日の出SS / JAあきがわエネルギー(株),['07:30~19:30'],東京都西多摩郡日の出町平井2500-1,N/A,東京都西多摩郡日の出町平井2500-1,139.267105,35.745712,['07:30~19:30'],['07:30~19:30'],['07:30~19:30'],['07:30~19:30'],['07:30~19:30'],['07:30~19:30'],['07:30~19:30']
ガソリンスタンド,梅島SS / 東京日石(株),['09:00~20:00'],東京都足立区梅島1-26-20,N/A,東京都足立区梅島1-26-20,139.803146,35.774452,['09:00~20:00'],['09:00~20:00'],['09:00~20:00'],['09:00~20:00'],['09:00~20:00'],['09:00~20:00'],['09:00~20:00']
ガソリンスタンド,セルフピュア多摩ニュータウン / コスモ石油販売(株),['0:00~23:59'],東京都八王子市堀之内3-21-18,N/A,東京都八王子市堀之内3-21-18,139.405029,35.627441,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ小金井橋SS / ヤマヒロ(株),['0:00~23:59'],東京都小平市御幸町354,N/A,東京都小平市御幸町354,139.507217,35.713547,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ千歳台SS / 昭和礦油(株),['0:00~23:59'],東京都世田谷区千歳台3-1-8,N/A,東京都世田谷区千歳台3-1-8,139.616776,35.649632,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,東京東部運輸事業協同組合,['06:30~19:00'],東京都江戸川区西一之江2-21-15,N/A,東京都江戸川区西一之江2-21-15,139.879807,35.698502,['06:30~19:00'],['06:30~19:00'],['06:30~19:00'],['06:30~19:00'],['06:30~19:00'],['06:30~19:00'],['06:30~19:00']
ガソリンスタンド,Dr.Drive ニュー浜松町店 / (株)ENEOSフロンティア,['08:00~19:00'],東京都港区浜松町1-18-16,N/A,東京都港区浜松町1-18-16,139.755219,35.658279,['08:00~19:00'],['08:00~19:00'],['08:00~19:00'],['08:00~19:00'],['08:00~19:00'],['08:00~19:00'],['08:00~19:00']
ガソリンスタンド,Dr.Drive 杉並方南通り店 / (株)ENEOSフロンティア,['08:00~20:00'],東京都杉並区大宮2-6-6,N/A,東京都杉並区大宮2-6-6,139.639603,35.681049,['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00']
ガソリンスタンド,Dr.Drive 環七大原店 / (株)ENEOSフロンティア,['07:00~22:00'],東京都杉並区和泉1-21-10,N/A,東京都杉並区和泉1-21-10,139.659546,35.674339,['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00']
ガソリンスタンド,Dr.Drive セルフ大谷田店 / (株)ENEOSフロンティア,['0:00~23:59'],東京都足立区大谷田4-1-29,N/A,東京都足立区大谷田4-1-29,139.836578,35.777168,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,Dr.Drive セルフ荻窪店 / (株)ENEOSフロンティア,['0:00~23:59'],東京都杉並区南荻窪1-6-19,N/A,東京都杉並区南荻窪1-6-19,139.617477,35.695225,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,Dr.Drive セルフ日野店 / (株)ENEOSフロンティア,['0:00~23:59'],東京都日野市上田114-1,N/A,東京都日野市上田114-1,139.402954,35.669495,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,Dr.Drive 戸越店 / (株)ENEOSフロンティア,['07:00~22:00'],東京都品川区平塚1-2-4,N/A,東京都品川区平塚1-2-4,139.71727,35.616901,['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00']
ガソリンスタンド,Dr.Drive 赤塚公園店 / 川端石油(株),['07:30~21:00'],東京都板橋区高島平3-2-2,N/A,東京都板橋区高島平3-2-2,139.653946,35.784378,['07:30~21:00'],['07:30~21:00'],['07:30~21:00'],['07:30~21:00'],['07:30~21:00'],['07:30~21:00'],['07:30~21:00']
ガソリンスタンド,Dr.Drive セルフあきる野店 / (株)ENEOSフロンティア,['0:00~23:59'],東京都あきる野市秋川4-5-5,N/A,東京都あきる野市秋川4-5-5,139.289413,35.732155,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,Dr.Drive 洗足池店 / (株)ENEOSフロンティア,['07:00~21:00'],東京都大田区上池台2-1-2,N/A,東京都大田区上池台2-1-2,139.693939,35.601196,['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00']
ガソリンスタンド,357号湾岸有明SS / (株)東日本宇佐美,['0:00~23:59'],東京都江東区東雲2-12-11,N/A,東京都江東区東雲2-12-11,139.802429,35.639912,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,一之江ニューセブンSS / 共栄石油(株),['0:00~23:59'],東京都江戸川区一之江5-21-15,N/A,東京都江戸川区一之江5-21-15,139.882278,35.694618,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,Dr.Drive セルフ松木店 / (株)ENEOSフロンティア,['0:00~23:59'],東京都八王子市松木29-2,N/A,東京都八王子市松木29-2,139.389511,35.620213,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,Dr.Drive セルフ稲城市役所前店 / (株)ENEOSフロンティア,['0:00~23:59'],東京都稲城市東長沼2107-1,N/A,東京都稲城市東長沼2107-1,139.50499,35.638512,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,Dr.Drive セルフ稲城店 / (株)ENEOSフロンティア,['0:00~23:59'],東京都稲城市東長沼1215,N/A,東京都稲城市東長沼1215,139.50502,35.642189,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,Dr.Drive 芦花公園店 / (株)ENEOSフロンティア,['07:00~21:00'],東京都世田谷区八幡山2-25-7,N/A,東京都世田谷区八幡山2-25-7,139.614517,35.661591,['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00']
ガソリンスタンド,Dr.Drive セルフ練馬インター店 / (株)ENEOSフロンティア,['0:00~23:59'],東京都練馬区谷原5-30-7,N/A,東京都練馬区谷原5-30-7,139.608749,35.754162,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,R14京葉篠崎インターSS / 共栄石油(株),['0:00~23:59'],東京都江戸川区篠崎町8-10-19,N/A,東京都江戸川区篠崎町8-10-19,139.900101,35.702461,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,Dr.Drive セルフ第一京浜蒲田店 / (株)ENEOSフロンティア,['0:00~23:59'],東京都大田区仲六郷1-51,N/A,東京都大田区仲六郷1-51,139.717896,35.552986,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,読売ランド通りSS / コトブキ商事(株),['06:00~23:59'],東京都稲城市矢野口2264,N/A,東京都稲城市矢野口2264,139.516464,35.63422,['06:00~23:59'],['06:00~23:59'],['06:00~23:59'],['06:00~23:59'],['06:00~23:59'],['06:00~23:59'],['06:00~23:59']
ガソリンスタンド,Dr.Drive セルフ枝川店 / (株)ENEOSフロンティア,['0:00~23:59'],東京都江東区枝川1-4-1,N/A,東京都江東区枝川1-4-1,139.802872,35.658566,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,Dr.Drive 浜田山SS / (株)亀岡商会,['08:00~21:00'],東京都杉並区浜田山3-36-2,N/A,東京都杉並区浜田山3-36-2,139.626968,35.684608,['08:00~21:00'],['08:00~21:00'],['08:00~21:00'],['08:00~21:00'],['08:00~21:00'],['08:00~21:00'],['08:00~21:00']
ガソリンスタンド,EneJet大泉学園店 / ババウチ石油(株),['0:00~23:59'],東京都練馬区大泉学園町7-7-18,N/A,東京都練馬区大泉学園町7-7-18,139.586792,35.770699,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,Dr.Drive セルフ八王子SS / (株)荒木,['0:00~23:59'],東京都八王子市元横山町1-15,N/A,東京都八王子市元横山町1-15,139.34021,35.663517,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,Dr.Drive 渋谷店 / (株)ENEOSフロンティア,['08:00~21:00'],東京都渋谷区渋谷2-16-1,N/A,東京都渋谷区渋谷2-16-1,139.70546,35.659946,['08:00~21:00'],['08:00~21:00'],['08:00~21:00'],['08:00~21:00'],['08:00~21:00'],['08:00~21:00'],['08:00~21:00']
ガソリンスタンド,Dr.Drive セルフ石神井SS / (株)荒木,['07:00~22:00'],東京都練馬区下石神井5-17-7,N/A,東京都練馬区下石神井5-17-7,139.599594,35.730457,['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00']
ガソリンスタンド,深大寺SS / 青木石油商事(株),['07:00~20:00'],東京都調布市深大寺東町8-15-7,N/A,東京都調布市深大寺東町8-15-7,139.554901,35.681019,['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00']
ガソリンスタンド,Dr.Drive セルフ環七豊玉店 / (株)ENEOSフロンティア,['0:00~23:59'],東京都練馬区豊玉中2-13-11,N/A,東京都練馬区豊玉中2-13-11,139.659241,35.731747,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,Dr.Drive セルフ烏山店 / (株)ENEOSフロンティア,['0:00~23:59'],東京都世田谷区北烏山6-1-1,N/A,東京都世田谷区北烏山6-1-1,139.599976,35.672356,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,Dr.Drive セルフ深川店 / (株)ENEOSフロンティア,['0:00~23:59'],東京都江東区木場2-1-5,N/A,東京都江東区木場2-1-5,139.80246,35.669395,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,Dr.Drive セルフ環七目黒南店 / (株)ENEOSフロンティア,['0:00~23:59'],東京都目黒区南1-16-5,N/A,東京都目黒区南1-16-5,139.689072,35.61198,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,Dr.Drive 目黒SS / 青木石油商事(株),['08:00~20:00'],東京都目黒区碑文谷2-10-24,N/A,東京都目黒区碑文谷2-10-24,139.687698,35.62458,['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00']
ガソリンスタンド,Dr.Drive セルフ小平店 / (株)ENEOSフロンティア,['0:00~23:59'],東京都小平市大沼町4-51-24,N/A,東京都小平市大沼町4-51-24,139.503693,35.740871,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,Dr.Drive セルフ保木間店 / (株)ENEOSフロンティア,['0:00~23:59'],東京都足立区保木間4-1-3,N/A,東京都足立区保木間4-1-3,139.802246,35.797066,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,Dr.Drive セルフ八王子みなみ野店 / (株)ENEOSフロンティア,['0:00~23:59'],東京都八王子市小比企町3500-2,N/A,東京都八王子市小比企町3500-2,139.323425,35.639656,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ大森アベニューSS / ヤマヒロ(株),['0:00~23:59'],東京都大田区池上8-24-3,N/A,東京都大田区池上8-24-3,139.696457,35.567238,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ尾久SS / 昭和礦油(株),['0:00~23:59'],東京都北区昭和町2-4-15,N/A,東京都北区昭和町2-4-15,139.752609,35.74818,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ喜多見SS / 出光リテール販売(株),['0:00~23:59'],東京都世田谷区喜多見5-10-10,N/A,東京都世田谷区喜多見5-10-10,139.600983,35.629803,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ善福寺SS / (株)上井草,['0:00~23:59'],東京都杉並区善福寺1-34-30,N/A,東京都杉並区善福寺1-34-30,139.597672,35.715584,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,ルート6青戸SS / (株)湯浅,['0:00~23:59'],東京都葛飾区立石5-26-7,N/A,東京都葛飾区立石5-26-7,139.845291,35.745926,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ志村SS / 出光リテール販売(株),['0:00~23:59'],東京都板橋区志村1-12-24,N/A,東京都板橋区志村1-12-24,139.696686,35.77454,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ品川SS / 出光リテール販売(株),['0:00~23:59'],東京都品川区北品川3-1-3,N/A,東京都品川区北品川3-1-3,139.738693,35.622093,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ赤羽西SS / 平岩石油販売(株),['07:00~21:00'],東京都北区赤羽西6-10-19,N/A,東京都北区赤羽西6-10-19,139.708038,35.774227,['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00']
ガソリンスタンド,環八谷原SS / (株)東日本宇佐美,['0:00~23:59'],東京都練馬区高野台4-14-17,N/A,東京都練馬区高野台4-14-17,139.617874,35.748135,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,柿の木坂SS / 忍田商事(株),['08:00~20:00'],東京都世田谷区野沢3-1-3,N/A,東京都世田谷区野沢3-1-3,139.677155,35.627743,['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00']
ガソリンスタンド,Dr.Drive 日本橋店 / (株)ENEOSフロンティア,['08:00~19:00'],東京都中央区日本橋小舟町2-5,N/A,東京都中央区日本橋小舟町2-5,139.777695,35.686451,['08:00~19:00'],['08:00~19:00'],['08:00~19:00'],['08:00~19:00'],['08:00~19:00'],['08:00~19:00'],['08:00~19:00']
ガソリンスタンド,Dr.Drive 清洲橋店 / (株)ENEOSフロンティア,['08:00~20:00'],東京都江東区清澄1-4-1,N/A,東京都江東区清澄1-4-1,139.793518,35.681641,['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00']
ガソリンスタンド,中河原SS / (有)ケイ・コーポレーション,['08:00~19:00'],東京都府中市住吉町4-11,N/A,東京都府中市住吉町4-11,139.456635,35.659908,['08:00~19:00'],['08:00~19:00'],['08:00~19:00'],['08:00~19:00'],['08:00~19:00'],['08:00~19:00'],['08:00~19:00']
ガソリンスタンド,Dr.Drive セルフ国立府中インター店 / (株)エノモト,['0:00~23:59'],東京都国立市谷保6-1-1,N/A,東京都国立市谷保6-1-1,139.446976,35.675205,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,EOS回田SS / (株)エノモト,['0:00~23:59'],東京都小平市回田町282-2,N/A,東京都小平市回田町282-2,139.496353,35.714813,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,Dr.Drive セルフ高幡不動SS / (株)荒木,['0:00~23:59'],東京都日野市三沢1-34-7,N/A,東京都日野市三沢1-34-7,139.416519,35.659405,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,EneJet Dr.Drive 東大和SS / 東京オート(株),['0:00~23:59'],東京都東大和市立野1-998-1,N/A,東京都東大和市立野1-998-1,139.422363,35.746124,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,Dr.Drive 聖ヶ丘店 / (株)ENEOSフロンティア,['07:00~22:00'],東京都多摩市聖ケ丘5-1418-7,N/A,東京都多摩市聖ケ丘5-1418-7,139.464035,35.627258,['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00']
ガソリンスタンド,Dr.Drive 東京インター店 / (株)ENEOSフロンティア,['0:00~23:59'],東京都世田谷区瀬田5-39-25,N/A,東京都世田谷区瀬田5-39-25,139.626663,35.626026,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,Dr.Drive 大泉西店 / (株)ENEOSフロンティア,['07:00~21:00'],東京都練馬区大泉学園町3-21-8,N/A,東京都練馬区大泉学園町3-21-8,139.580368,35.762802,['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00']
ガソリンスタンド,Dr.Drive セルフ八王子中野店 / (株)ENEOSフロンティア,['0:00~23:59'],東京都八王子市中野上町2-1-1,N/A,東京都八王子市中野上町2-1-1,139.330627,35.668369,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,三鷹中央SS / (株)エノモト,['07:00~22:00'],東京都三鷹市井口3-6-16,N/A,東京都三鷹市井口3-6-16,139.545822,35.690571,['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00']
ガソリンスタンド,EOS西三鷹SS / (株)エノモト,['0:00~23:59'],東京都三鷹市大沢3-4-11,N/A,東京都三鷹市大沢3-4-11,139.534393,35.68158,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,EneJet Dr.Drive 高松SS / (株)松勇,['0:00~23:59'],東京都練馬区高松3-3-5,N/A,東京都練馬区高松3-3-5,139.626923,35.745888,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,Dr.Drive 阿佐ヶ谷SS / サンユエネルギー(株),['07:00~21:00'],東京都杉並区阿佐谷北4-27-3,N/A,東京都杉並区阿佐谷北4-27-3,139.636475,35.713089,['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00']
ガソリンスタンド,白金SS / 渋谷石油(株),['0:00~23:59'],東京都港区白金2-3-7,N/A,東京都港区白金2-3-7,139.733398,35.642651,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,高円寺南SS / 渋谷石油(株),['07:00~22:00'],東京都杉並区高円寺南2-1-1,N/A,東京都杉並区高円寺南2-1-1,139.654251,35.698105,['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00']
ガソリンスタンド,EneJet桜台SS / (有)ペトロベスト,['07:00~23:00'],東京都練馬区豊玉上2-5-6,N/A,東京都練馬区豊玉上2-5-6,139.665573,35.738426,['07:00~23:00'],['07:00~23:00'],['07:00~23:00'],['07:00~23:00'],['07:00~23:00'],['07:00~23:00'],['07:00~23:00']
