store_name,address,business_hours,Cleaned_Address,Longitude,Latitude
セルフ愛宕SS / 出光リテール販売(株),東京都多摩市愛宕4-9-15,['03:00~26:00'],東京都多摩市愛宕4-9-15,139.429367,35.628967
亀有SS / 共栄石油(株),東京都葛飾区西亀有1-31-13,['0:00~23:59'],東京都葛飾区西亀有1-31-13,139.843781,35.757942
練馬北町SS / 中村石油(株),東京都練馬区錦2-17-8,['08:00~21:00'],東京都練馬区錦2-17-8,139.665604,35.763561
宇喜田SS / 江戸川石油(株),東京都江戸川区西葛西4-6-16,['06:00~21:00'],東京都江戸川区西葛西4-6-16,139.864578,35.668941
京浜トラックターミナル平和島SS / (株)キタセキ,東京都大田区平和島2-1-1,['0:00~23:59'],東京都大田区平和島2-1-1,139.743271,35.585175
セルフピュア大森 / コスモ石油販売(株),東京都大田区大森東1-1-21,['0:00~23:59'],東京都大田区大森東1-1-21,139.735275,35.577297
セルフ大田SS / (株)新出光,東京都大田区南馬込3-13-13,['0:00~23:59'],東京都大田区南馬込3-13-13,139.719604,35.586166
こぶしSS / 出光リテール販売(株),東京都武蔵村山市三ツ藤3-7-3,['03:00~26:00'],東京都武蔵村山市三ツ藤3-7-3,139.371658,35.756237
セルフ上野毛SS / 明光石油(株),東京都世田谷区上野毛1-7-9,['0:00~23:59'],東京都世田谷区上野毛1-7-9,139.639694,35.609138
セルフ立川通りSS / ヤマヒロ(株),東京都国分寺市西町5-11-5,['0:00~23:59'],東京都国分寺市西町5-11-5,139.431259,35.718819
日の出SS / JAあきがわエネルギー(株),東京都西多摩郡日の出町平井2500-1,['07:30~19:30'],東京都西多摩郡日の出町平井2500-1,139.267105,35.745712
梅島SS / 東京日石(株),東京都足立区梅島1-26-20,['09:00~20:00'],東京都足立区梅島1-26-20,139.803146,35.774452
八丈島SS / (名)菊池弘商店,東京都八丈町大賀郷1257,['07:30~19:00'],東京都八丈町大賀郷1257,,
セルフピュア多摩ニュータウン / コスモ石油販売(株),東京都八王子市堀之内3-21-18,['0:00~23:59'],東京都八王子市堀之内3-21-18,139.405029,35.627441
セルフ小金井橋SS / ヤマヒロ(株),東京都小平市御幸町354,['0:00~23:59'],東京都小平市御幸町354,139.507217,35.713547
セルフ千歳台SS / 昭和礦油(株),東京都世田谷区千歳台3-1-8,['0:00~23:59'],東京都世田谷区千歳台3-1-8,139.616776,35.649632
東京東部運輸事業協同組合,東京都江戸川区西一之江2-21-15,['06:30~19:00'],東京都江戸川区西一之江2-21-15,139.879807,35.698502
Dr.Drive ニュー浜松町店 / (株)ENEOSフロンティア,東京都港区浜松町1-18-16,['08:00~19:00'],東京都港区浜松町1-18-16,139.755219,35.658279
Dr.Drive 杉並方南通り店 / (株)ENEOSフロンティア,東京都杉並区大宮2-6-6,['08:00~20:00'],東京都杉並区大宮2-6-6,139.639603,35.681049
Dr.Drive 環七大原店 / (株)ENEOSフロンティア,東京都杉並区和泉1-21-10,['07:00~22:00'],東京都杉並区和泉1-21-10,139.659546,35.674339
Dr.Drive セルフ大谷田店 / (株)ENEOSフロンティア,東京都足立区大谷田4-1-29,['0:00~23:59'],東京都足立区大谷田4-1-29,139.836578,35.777168
Dr.Drive セルフ荻窪店 / (株)ENEOSフロンティア,東京都杉並区南荻窪1-6-19,['0:00~23:59'],東京都杉並区南荻窪1-6-19,139.617477,35.695225
Dr.Drive セルフ日野店 / (株)ENEOSフロンティア,東京都日野市上田114-1,['0:00~23:59'],東京都日野市上田114-1,139.402954,35.669495
Dr.Drive 戸越店 / (株)ENEOSフロンティア,東京都品川区平塚1-2-4,['07:00~22:00'],東京都品川区平塚1-2-4,139.71727,35.616901
Dr.Drive 赤塚公園店 / 川端石油(株),東京都板橋区高島平3-2-2,['07:30~21:00'],東京都板橋区高島平3-2-2,139.653946,35.784378
Dr.Drive セルフあきる野店 / (株)ENEOSフロンティア,東京都あきる野市秋川4-5-5,['0:00~23:59'],東京都あきる野市秋川4-5-5,139.289413,35.732155
Dr.Drive 洗足池店 / (株)ENEOSフロンティア,東京都大田区上池台2-1-2,['07:00~21:00'],東京都大田区上池台2-1-2,139.693939,35.601196
357号湾岸有明SS / (株)東日本宇佐美,東京都江東区東雲2-12-11,['0:00~23:59'],東京都江東区東雲2-12-11,139.802429,35.639912
一之江ニューセブンSS / 共栄石油(株),東京都江戸川区一之江5-21-15,['0:00~23:59'],東京都江戸川区一之江5-21-15,139.882278,35.694618
Dr.Drive セルフ松木店 / (株)ENEOSフロンティア,東京都八王子市松木29-2,['0:00~23:59'],東京都八王子市松木29-2,139.389511,35.620213
Dr.Drive セルフ稲城市役所前店 / (株)ENEOSフロンティア,東京都稲城市東長沼2107-1,['0:00~23:59'],東京都稲城市東長沼2107-1,139.50499,35.638512
Dr.Drive セルフ稲城店 / (株)ENEOSフロンティア,東京都稲城市東長沼1215,['0:00~23:59'],東京都稲城市東長沼1215,139.50502,35.642189
Dr.Drive 芦花公園店 / (株)ENEOSフロンティア,東京都世田谷区八幡山2-25-7,['07:00~21:00'],東京都世田谷区八幡山2-25-7,139.614517,35.661591
Dr.Drive セルフ練馬インター店 / (株)ENEOSフロンティア,東京都練馬区谷原5-30-7,['0:00~23:59'],東京都練馬区谷原5-30-7,139.608749,35.754162
R14京葉篠崎インターSS / 共栄石油(株),東京都江戸川区篠崎町8-10-19,['0:00~23:59'],東京都江戸川区篠崎町8-10-19,139.900101,35.702461
Dr.Drive セルフ第一京浜蒲田店 / (株)ENEOSフロンティア,東京都大田区仲六郷1-51,['0:00~23:59'],東京都大田区仲六郷1-51,139.717896,35.552986
読売ランド通りSS / コトブキ商事(株),東京都稲城市矢野口2264,['06:00~24:00'],東京都稲城市矢野口2264,139.516464,35.63422
Dr.Drive セルフ枝川店 / (株)ENEOSフロンティア,東京都江東区枝川1-4-1,['0:00~23:59'],東京都江東区枝川1-4-1,139.802872,35.658566
Dr.Drive 浜田山SS / (株)亀岡商会,東京都杉並区浜田山3-36-2,['08:00~21:00'],東京都杉並区浜田山3-36-2,139.626968,35.684608
EneJet大泉学園店 / ババウチ石油(株),東京都練馬区大泉学園町7-7-18,['0:00~23:59'],東京都練馬区大泉学園町7-7-18,139.586792,35.770699
Dr.Drive セルフ八王子SS / (株)荒木,東京都八王子市元横山町1-15,['0:00~23:59'],東京都八王子市元横山町1-15,139.34021,35.663517
Dr.Drive 渋谷店 / (株)ENEOSフロンティア,東京都渋谷区渋谷2-16-1,['08:00~21:00'],東京都渋谷区渋谷2-16-1,139.70546,35.659946
Dr.Drive セルフ石神井SS / (株)荒木,東京都練馬区下石神井5-17-7,['07:00~22:00'],東京都練馬区下石神井5-17-7,139.599594,35.730457
深大寺SS / 青木石油商事(株),東京都調布市深大寺東町8-15-7,['07:00~20:00'],東京都調布市深大寺東町8-15-7,139.554901,35.681019
Dr.Drive セルフ環七豊玉店 / (株)ENEOSフロンティア,東京都練馬区豊玉中2-13-11,['0:00~23:59'],東京都練馬区豊玉中2-13-11,139.659241,35.731747
Dr.Drive セルフ烏山店 / (株)ENEOSフロンティア,東京都世田谷区北烏山6-1-1,['0:00~23:59'],東京都世田谷区北烏山6-1-1,139.599976,35.672356
Dr.Drive セルフ深川店 / (株)ENEOSフロンティア,東京都江東区木場2-1-5,['0:00~23:59'],東京都江東区木場2-1-5,139.80246,35.669395
Dr.Drive セルフ環七目黒南店 / (株)ENEOSフロンティア,東京都目黒区南1-16-5,['0:00~23:59'],東京都目黒区南1-16-5,139.689072,35.61198
Dr.Drive 目黒SS / 青木石油商事(株),東京都目黒区碑文谷2-10-24,['08:00~20:00'],東京都目黒区碑文谷2-10-24,139.687698,35.62458
Dr.Drive セルフ小平店 / (株)ENEOSフロンティア,東京都小平市大沼町4-51-24,['0:00~23:59'],東京都小平市大沼町4-51-24,139.503693,35.740871
Dr.Drive セルフ保木間店 / (株)ENEOSフロンティア,東京都足立区保木間4-1-3,['0:00~23:59'],東京都足立区保木間4-1-3,139.802246,35.797066
Dr.Drive セルフ八王子みなみ野店 / (株)ENEOSフロンティア,東京都八王子市小比企町3500-2,['0:00~23:59'],東京都八王子市小比企町3500-2,139.323425,35.639656
セルフ大森アベニューSS / ヤマヒロ(株),東京都大田区池上8-24-3,['0:00~23:59'],東京都大田区池上8-24-3,139.696457,35.567238
セルフ尾久SS / 昭和礦油(株),東京都北区昭和町2-4-15,['0:00~23:59'],東京都北区昭和町2-4-15,139.752609,35.74818
セルフ喜多見SS / 出光リテール販売(株),東京都世田谷区喜多見5-10-10,['0:00~23:59'],東京都世田谷区喜多見5-10-10,139.600983,35.629803
セルフ善福寺SS / (株)上井草,東京都杉並区善福寺1-34-30,['0:00~23:59'],東京都杉並区善福寺1-34-30,139.597672,35.715584
ルート6青戸SS / (株)湯浅,東京都葛飾区立石5-26-7,['0:00~23:59'],東京都葛飾区立石5-26-7,139.845291,35.745926
セルフ志村SS / 出光リテール販売(株),東京都板橋区志村1-12-24,['0:00~23:59'],東京都板橋区志村1-12-24,139.696686,35.77454
セルフ品川SS / 出光リテール販売(株),東京都品川区北品川3-1-3,['0:00~23:59'],東京都品川区北品川3-1-3,139.738693,35.622093
セルフ赤羽西SS / 平岩石油販売(株),東京都北区赤羽西6-10-19,['07:00~21:00'],東京都北区赤羽西6-10-19,139.708038,35.774227
環八谷原SS / (株)東日本宇佐美,東京都練馬区高野台4-14-17,['0:00~23:59'],東京都練馬区高野台4-14-17,139.617874,35.748135
柿の木坂SS / 忍田商事(株),東京都世田谷区野沢3-1-3,['08:00~20:00'],東京都世田谷区野沢3-1-3,139.677155,35.627743
Dr.Drive 日本橋店 / (株)ENEOSフロンティア,東京都中央区日本橋小舟町2-5,['08:00~19:00'],東京都中央区日本橋小舟町2-5,139.777695,35.686451
Dr.Drive 清洲橋店 / (株)ENEOSフロンティア,東京都江東区清澄1-4-1,['08:00~20:00'],東京都江東区清澄1-4-1,139.793518,35.681641
中河原SS / (有)ケイ・コーポレーション,東京都府中市住吉町4-11,['08:00~19:00'],東京都府中市住吉町4-11,139.456635,35.659908
Dr.Drive セルフ国立府中インター店 / (株)エノモト,東京都国立市谷保6-1-1,['0:00~23:59'],東京都国立市谷保6-1-1,139.446976,35.675205
EOS回田SS / (株)エノモト,東京都小平市回田町282-2,['0:00~23:59'],東京都小平市回田町282-2,139.496353,35.714813
Dr.Drive セルフ高幡不動SS / (株)荒木,東京都日野市三沢1-34-7,['0:00~23:59'],東京都日野市三沢1-34-7,139.416519,35.659405
EneJet Dr.Drive 東大和SS / 東京オート(株),東京都東大和市立野1-998-1,['0:00~23:59'],東京都東大和市立野1-998-1,139.422363,35.746124
Dr.Drive 聖ヶ丘店 / (株)ENEOSフロンティア,東京都多摩市聖ケ丘5-1418-7,['07:00~22:00'],東京都多摩市聖ケ丘5-1418-7,139.464035,35.627258
Dr.Drive 東京インター店 / (株)ENEOSフロンティア,東京都世田谷区瀬田5-39-25,['0:00~23:59'],東京都世田谷区瀬田5-39-25,139.626663,35.626026
Dr.Drive 大泉西店 / (株)ENEOSフロンティア,東京都練馬区大泉学園町3-21-8,['07:00~21:00'],東京都練馬区大泉学園町3-21-8,139.580368,35.762802
Dr.Drive セルフ八王子中野店 / (株)ENEOSフロンティア,東京都八王子市中野上町2-1-1,['0:00~23:59'],東京都八王子市中野上町2-1-1,139.330627,35.668369
三鷹中央SS / (株)エノモト,東京都三鷹市井口3-6-16,['07:00~22:00'],東京都三鷹市井口3-6-16,139.545822,35.690571
EOS西三鷹SS / (株)エノモト,東京都三鷹市大沢3-4-11,['0:00~23:59'],東京都三鷹市大沢3-4-11,139.534393,35.68158
EneJet Dr.Drive 高松SS / (株)松勇,東京都練馬区高松3-3-5,['0:00~23:59'],東京都練馬区高松3-3-5,139.626923,35.745888
Dr.Drive 阿佐ヶ谷SS / サンユエネルギー(株),東京都杉並区阿佐谷北4-27-3,['07:00~21:00'],東京都杉並区阿佐谷北4-27-3,139.636475,35.713089
白金SS / 渋谷石油(株),東京都港区白金2-3-7,['0:00~23:59'],東京都港区白金2-3-7,139.733398,35.642651
高円寺南SS / 渋谷石油(株),東京都杉並区高円寺南2-1-1,['07:00~22:00'],東京都杉並区高円寺南2-1-1,139.654251,35.698105
EneJet桜台SS / (有)ペトロベスト,東京都練馬区豊玉上2-5-6,['07:00~23:00'],東京都練馬区豊玉上2-5-6,139.665573,35.738426
大森SS / 渋谷石油(株),東京都大田区中央2-10-5,['0:00~23:59'],東京都大田区中央2-10-5,139.72049,35.57975
深沢SS / 関東燃料(株),東京都世田谷区駒沢5-14-9,['07:00~23:00'],東京都世田谷区駒沢5-14-9,139.655807,35.622253
椎名町SS / ババウチ石油(株),東京都豊島区南長崎5-4-3,['0:00~23:59'],東京都豊島区南長崎5-4-3,139.681534,35.727272
高島平SS / (株)長谷川,東京都板橋区相生町21-21,['07:00~21:30'],東京都板橋区相生町21-21,139.676376,35.777546
尾山台SS / 関東燃料(株),東京都世田谷区等々力2-3-5,['08:00~21:00'],東京都世田谷区等々力2-3-5,139.650467,35.604374
Dr.Drive セルフ永代橋エコSS / 隅田商事(株),東京都中央区新川1-29-14,['0:00~23:59'],東京都中央区新川1-29-14,139.78508,35.676121
Dr.Drive セルフ下落合駅前SS / 東新エナジー(株),東京都新宿区中落合2-8-15,['0:00~23:59'],東京都新宿区中落合2-8-15,139.69429,35.716976
世田谷SS / MAXエネルギー(株),東京都世田谷区桜新町2-30-10,['08:00~20:00'],東京都世田谷区桜新町2-30-10,139.63855,35.63316
Dr.Drive 東中野SS / (株)中野屋,東京都中野区東中野1-11-14,['07:30~19:00'],東京都中野区東中野1-11-14,139.682526,35.703114
Dr.Drive 高島平店 / 川端石油(株),東京都板橋区高島平1-77-15,['08:00~20:00'],東京都板橋区高島平1-77-15,139.672379,35.785954
Dr.Drive 見次公園店 / 川端石油(株),東京都板橋区前野町3-21-6,['07:30~20:00'],東京都板橋区前野町3-21-6,139.690643,35.769619
府中SS / MAXエネルギー(株),東京都府中市天神町4-32-1,['07:00~20:00'],東京都府中市天神町4-32-1,139.494843,35.683784
Dr.Drive セルフ目黒店 / (株)ENEOSフロンティア,東京都目黒区中町1-7-8,['0:00~23:59'],東京都目黒区中町1-7-8,139.700027,35.630173
Dr.Drive 新町SS / 関東燃料(株),東京都世田谷区新町1-22-10,['07:00~21:00'],東京都世田谷区新町1-22-10,139.649124,35.628674
Dr.Drive 志村橋店 / 川端石油(株),東京都板橋区東坂下2-3-8,['07:30~20:00'],東京都板橋区東坂下2-3-8,139.688629,35.782639
Dr.Drive セルフ清瀬店 / (株)ENEOSフロンティア,東京都清瀬市梅園2-8-16,['0:00~23:59'],東京都清瀬市梅園2-8-16,139.504837,35.774132
Dr.Drive セルフ西東京店 / (株)ENEOSフロンティア,東京都西東京市中町1-3-6,['0:00~23:59'],東京都西東京市中町1-3-6,139.55661,35.740467
Dr.Drive オブリステーション調布 / 三愛リテールサービス(株),東京都調布市飛田給2-33-6,['04:00~26:00'],東京都調布市飛田給2-33-6,139.524658,35.657867
Dr.Drive セルフ多摩南店 / (株)ENEOSフロンティア,東京都多摩市永山6-22-1,['0:00~23:59'],東京都多摩市永山6-22-1,139.443329,35.612713
Dr.Drive セルフ都立大前店 / (株)ENEOSフロンティア,東京都八王子市上柚木2-8-7,['0:00~23:59'],東京都八王子市上柚木2-8-7,139.376007,35.622639
Dr.Drive セルフ青梅店 / (株)ENEOSフロンティア,東京都青梅市新町1-18-11,['0:00~23:59'],東京都青梅市新町1-18-11,139.294815,35.787766
Dr.Drive セルフ府中栄町店 / (株)ENEOSフロンティア,東京都府中市栄町2-20-5,['0:00~23:59'],東京都府中市栄町2-20-5,139.478363,35.688892
Dr.Drive セルフ国立店 / (株)ENEOSフロンティア,東京都国立市青柳2-14-39,['0:00~23:59'],東京都国立市青柳2-14-39,139.423477,35.682072
Dr.Drive セルフ三鷹店 / (株)ENEOSフロンティア,東京都三鷹市上連雀8-4-5,['0:00~23:59'],東京都三鷹市上連雀8-4-5,139.558304,35.683949
Dr.Drive 東村山店 / 日米ユナイテッド(株),東京都東村山市栄町3-5-24,['08:00~20:00'],東京都東村山市栄町3-5-24,139.467194,35.749409
サンライズ等々力SS / 山文商事(株),東京都世田谷区等々力4-24-14,['07:30~21:00'],東京都世田谷区等々力4-24-14,139.653229,35.611507
Dr.Drive セルフ環七碑文谷店 / (株)ENEOSフロンティア,東京都目黒区南2-12-17,['0:00~23:59'],東京都目黒区南2-12-17,139.683685,35.615746
Dr.Drive セルフ環七板橋店 / (株)ENEOSフロンティア,東京都板橋区富士見町1-5,['0:00~23:59'],東京都板橋区富士見町1-5,139.702438,35.760906
Dr.Drive セルフ府中SS / (株)荒木,東京都府中市是政2-2-43,['0:00~23:59'],東京都府中市是政2-2-43,139.490524,35.659073
Dr.Drive 新小岩SS / (株)ソニックス,東京都葛飾区奥戸4-19-20,['07:00~20:00'],東京都葛飾区奥戸4-19-20,139.867859,35.727009
セルフ綾瀬SS / (株)湯浅,東京都足立区東綾瀬1-25-2,['07:00~22:00'],東京都足立区東綾瀬1-25-2,139.829361,35.765919
亀戸SS / 出光リテール販売(株),東京都江東区亀戸9-24-19,['0:00~23:59'],東京都江東区亀戸9-24-19,139.840866,35.69751
セルフ関戸橋クルー19SS / 三信石油(株),東京都多摩市関戸3-1-7,['0:00~23:59'],東京都多摩市関戸3-1-7,139.454865,35.651299
哲学堂SS / 出光リテール販売(株),東京都中野区松が丘2-25-12,['0:00~23:59'],東京都中野区松が丘2-25-12,139.672165,35.721996
セルフ東四ツ木SS / イタバシ(株),東京都葛飾区東四つ木4-50-9,['0:00~23:59'],東京都葛飾区東四つ木4-50-9,139.843231,35.73349
プラザ雪ケ谷SS / 富国石油販売(株),東京都大田区石川町2-7-4,['07:30~20:30'],東京都大田区石川町2-7-4,139.683563,35.597752
セルフ玉堤クルー19SS / 三信石油(株),東京都世田谷区玉堤1-6-2,['07:00~22:00'],東京都世田谷区玉堤1-6-2,139.654572,35.593521
セルフ東金町SS / (株)湯浅,東京都葛飾区東金町4-28-15,['0:00~23:59'],東京都葛飾区東金町4-28-15,139.87851,35.776123
稲城向陽台SS / 関東礦油(株),東京都稲城市百村2115-1,['0:00~23:59'],東京都稲城市百村2115-1,139.488525,35.635571
八雲SS / 出光リテール販売(株),東京都目黒区八雲5-13-19,['08:00~20:00'],東京都目黒区八雲5-13-19,139.666779,35.622066
セルフ高島平SS / 平岩石油販売(株),東京都板橋区高島平2-4-4,['06:00~21:00'],東京都板橋区高島平2-4-4,139.662247,35.782383
セルフ志村SS / 平岩石油販売(株),東京都板橋区坂下3-3-6,['0:00~23:59'],東京都板橋区坂下3-3-6,139.68512,35.785984
セルフ南蒲田SS / (株)鈴美商事,東京都大田区南蒲田3-1-2,['0:00~23:59'],東京都大田区南蒲田3-1-2,139.726501,35.555855
練馬中央SS / (株)吉田商店,東京都練馬区北町7-8-1,['07:30~19:30'],東京都練馬区北町7-8-1,139.651154,35.759563
いちごはうすSS / (株)カワサキ,東京都江戸川区鹿骨3-4-14,['07:00~21:00'],東京都江戸川区鹿骨3-4-14,139.894058,35.711533
オブリステーション桜美林学園前 / 三愛リテールサービス(株),東京都町田市根岸町140-1,['0:00~23:59'],東京都町田市根岸町140-1,139.407883,35.57748
Dr.Drive セルフ環七山王店 / 日新石油(株),東京都大田区山王4-18-1,['0:00~23:59'],東京都大田区山王4-18-1,139.720032,35.585323
馬事公苑SS / (株)ENEOSジェネレーションズ,東京都世田谷区上用賀2-4-18,['07:00~22:00'],東京都世田谷区上用賀2-4-18,139.631409,35.639751
早稲田鶴巻SS / ババウチ石油(株),東京都文京区関口1-41-4,['08:00~21:00'],東京都文京区関口1-41-4,139.72403,35.710262
塩浜SS / 日産興業(株),東京都江東区塩浜2-1-3,['07:30~18:30'],東京都江東区塩浜2-1-3,139.803482,35.661572
代沢SS / 富士鉱油(株),東京都世田谷区代沢4-27-15,['07:00~21:00'],東京都世田谷区代沢4-27-15,139.667145,35.653553
足立入谷インター・ターミナルSS / (株)東日本宇佐美,東京都足立区入谷6-1-1,['0:00~23:59'],東京都足立区入谷6-1-1,139.765869,35.798267
Dr.Drive 村山第二SS / (株)指田商事,東京都武蔵村山市岸1-15-8,['06:00~22:00'],東京都武蔵村山市岸1-15-8,139.366959,35.759338
祐天寺SS / (株)佐藤商会,東京都目黒区上目黒5-30-1,['08:00~19:00'],東京都目黒区上目黒5-30-1,139.686356,35.641212
セルフ南野SS / (株)ENEOSフロンティア,東京都多摩市南野3-12-1,['0:00~23:59'],東京都多摩市南野3-12-1,139.42038,35.610222
16号瑞穂SS / (株)東日本宇佐美,東京都西多摩郡瑞穂町駒形富士山120-1,['0:00~23:59'],東京都西多摩郡瑞穂町駒形富士山120-1,139.362061,35.79031
EOS恋ヶ窪SS / (株)エノモト,東京都国分寺市東恋ケ窪5-13-11,['0:00~23:59'],東京都国分寺市東恋ケ窪5-13-11,139.46788,35.71006
深大寺SS / 関東燃料(株),東京都調布市深大寺東町6-37-8,['0:00~23:59'],東京都調布市深大寺東町6-37-8,139.555389,35.677441
ニュー小宮SS / (株)ENEOSジェネレーションズ,東京都八王子市小宮町853-1,['0:00~23:59'],東京都八王子市小宮町853-1,139.371048,35.688343
東久留米SS / 武蔵石油(株),東京都東久留米市柳窪3-1-16,['0:00~23:59'],東京都東久留米市柳窪3-1-16,139.492569,35.744114
上北沢SS / 関東燃料(株),東京都世田谷区上北沢4-17-15,['0:00~23:59'],東京都世田谷区上北沢4-17-15,139.624054,35.670403
関町SS / (株)ENEOSジェネレーションズ,東京都練馬区関町北2-3-6,['06:00~23:00'],東京都練馬区関町北2-3-6,139.574432,35.72311
池袋SS / 中央石油(株),東京都豊島区東池袋4-41-18,['08:00~20:00'],東京都豊島区東池袋4-41-18,139.72258,35.730053
八王子バイパスSS / (株)ENEOSジェネレーションズ,東京都八王子市北野町566-13,['0:00~23:59'],東京都八王子市北野町566-13,139.352982,35.648186
春日町SS / 中央石油(株),東京都練馬区春日町2-5-19,['06:00~24:00'],東京都練馬区春日町2-5-19,139.64711,35.75491
セルフ西池袋SS / 三栄石油(株),東京都豊島区要町2-17-1,['0:00~23:59'],東京都豊島区要町2-17-1,139.694061,35.734966
府中SS / 関東燃料(株),東京都府中市若松町2-1722,['07:00~23:00'],東京都府中市若松町2-1722,139.500015,35.67173
Dr.Drive 品川店 / (株)ENEOSフロンティア,東京都品川区東品川3-1-12,['07:30~20:00'],東京都品川区東品川3-1-12,139.746292,35.616695
Dr.Drive 東久が原店 / (株)ENEOSフロンティア,東京都大田区久が原2-20-11,['08:00~20:00'],東京都大田区久が原2-20-11,139.697464,35.581047
大森北SS / 山文商事(株),東京都大田区大森北4-15-12,['07:30~21:00'],東京都大田区大森北4-15-12,139.729462,35.582558
Dr.Drive 中野哲学堂SS / サンユエネルギー(株),東京都中野区江古田1-38-19,['07:00~20:00'],東京都中野区江古田1-38-19,139.671204,35.724041
アロピット綾瀬SS / 協和興業(株),東京都足立区綾瀬2-2-8,['07:00~20:30'],東京都足立区綾瀬2-2-8,139.828369,35.757843
南篠崎SS / (有)矢島油店,東京都江戸川区南篠崎町1-19-8,['07:00~20:00'],東京都江戸川区南篠崎町1-19-8,139.904022,35.696064
Dr.Drive セルフ昭島北SS / 橋本産業(株),東京都昭島市武蔵野2-11-23,['07:00~22:00'],東京都昭島市武蔵野2-11-23,139.373383,35.72295
Dr.Drive カートピア田無SS / (株)泰正社,東京都西東京市北原町2-8-7,['07:00~21:00'],東京都西東京市北原町2-8-7,139.543549,35.738552
Dr.Drive 亀有駅前SS / 共栄石油(株),東京都葛飾区亀有5-45-6,['06:00~22:00'],東京都葛飾区亀有5-45-6,139.849411,35.767632
Dr.Drive 西麻布SS / 青木石油商事(株),東京都港区西麻布3-24-15,['04:00~27:00'],東京都港区西麻布3-24-15,139.723953,35.659302
Dr.Drive 池袋SS / (株)サントーコー,東京都豊島区南池袋2-49-7,['07:30~21:00'],東京都豊島区南池袋2-49-7,139.716858,35.727161
Dr.Drive 本所SS / 青木石油商事(株),東京都墨田区太平1-18-22,['0:00~23:59'],東京都墨田区太平1-18-22,139.809097,35.700996
薬師店 / 日新石油(株),東京都町田市野津田町2469,['07:30~20:00'],東京都町田市野津田町2469,139.448334,35.58374
Dr.Drive セルフ町田木曽店 / (株)ENEOSフロンティア,東京都町田市木曽西3-6-8,['0:00~23:59'],東京都町田市木曽西3-6-8,139.415237,35.571823
Dr.Drive セルフ多摩境店 / (株)ENEOSフロンティア,東京都町田市小山ケ丘3-2-18,['0:00~23:59'],東京都町田市小山ケ丘3-2-18,139.380005,35.59972
Dr.Drive セルフ環七足立店 / (株)ENEOSフロンティア,東京都足立区大谷田3-1-16,['0:00~23:59'],東京都足立区大谷田3-1-16,139.84021,35.776802
東京ゲートブリッジ若洲SS / (株)東日本宇佐美,東京都江東区新木場1-11-11,['0:00~23:59'],東京都江東区新木場1-11-11,139.83667,35.643528
豊洲市場SS / (株)東日本宇佐美,東京都江東区豊洲6-3-6,['0:00~23:59'],東京都江東区豊洲6-3-6,139.785583,35.644444
EneJetニュー練馬SS / (有)ペトロベスト,東京都練馬区北町3-14-4,['07:00~22:00'],東京都練馬区北町3-14-4,139.651596,35.767582
国分寺南SS / 渋谷石油(株),東京都国分寺市西元町2-7,['07:00~22:00'],東京都国分寺市西元町2-7,139.469116,35.692528
蓮根町SS / (有)小川燃料,東京都板橋区蓮根2-1-11,['07:00~20:00'],東京都板橋区蓮根2-1-11,139.679321,35.781246
セルフ鹿浜SS / 出光リテール販売(株),東京都足立区鹿浜3-23-9,['0:00~23:59'],東京都足立区鹿浜3-23-9,139.751419,35.783257
日野SS / (株)馬場商会,東京都日野市日野本町4-3-8,['08:00~20:00'],東京都日野市日野本町4-3-8,139.397034,35.679485
セルフ本郷SS / 出光リテール販売(株),東京都文京区本郷3-2-10,['0:00~23:59'],東京都文京区本郷3-2-10,139.76207,35.703857
セルフ相原SS / ヤマヒロ(株),東京都町田市相原町3351,['0:00~23:59'],東京都町田市相原町3351,139.30072,35.61293
日野南平SS / ヤマヒロ(株),東京都日野市南平4-19-1,['0:00~23:59'],東京都日野市南平4-19-1,139.399063,35.659245
セルフ大泉学園SS / イタバシ(株),東京都練馬区大泉学園町6-30-29,['0:00~23:59'],東京都練馬区大泉学園町6-30-29,139.585983,35.77454
セルフ大久保SS / ヤマヒロ(株),東京都新宿区北新宿4-1-1,['06:00~22:00'],東京都新宿区北新宿4-1-1,139.694641,35.704018
足立R4SS / 出光リテール販売(株),東京都足立区平野2-9-5,['0:00~23:59'],東京都足立区平野2-9-5,139.803101,35.784473
セルフ西台SS / イタバシ(株),東京都板橋区高島平1-28-13,['0:00~23:59'],東京都板橋区高島平1-28-13,139.673615,35.783333
セルフ西巣鴨SS / 出光リテール販売(株),東京都豊島区西巣鴨4-14-1,['0:00~23:59'],東京都豊島区西巣鴨4-14-1,139.727951,35.744503
セルフ用賀中町SS / 昭和礦油(株),東京都世田谷区中町5-29-9,['07:00~22:00'],東京都世田谷区中町5-29-9,139.6409,35.620605
千歳町SS / (株)共栄オーメック,東京都墨田区千歳3-8-10,['07:00~19:00'],東京都墨田区千歳3-8-10,139.797134,35.690102
セルフ大田中央SS / (株)鈴美商事,東京都大田区中央3-3-1,['0:00~23:59'],東京都大田区中央3-3-1,139.717636,35.57827
平和島SS / (株)東日本宇佐美,東京都大田区平和島5-9-2,['0:00~23:59'],東京都大田区平和島5-9-2,139.745712,35.575985
板橋SS / 平岩石油販売(株),東京都板橋区氷川町7-6,['07:00~21:00'],東京都板橋区氷川町7-6,139.708344,35.753094
セルフ雨間SS / 出光リテール販売(株),東京都あきる野市雨間667,['07:00~23:00'],東京都あきる野市雨間667,139.29689,35.722416
