,genre,store_name,business_hours,address,url
0,居酒屋,全席完全個室居酒屋 稲わら家 武蔵小金井店,"営業時間
16:00～23:00　
日曜営業
定休日
不定休あり・年末年始",東京都小金井市本町1-18-10 小金井本町ビル B1F,https://tabelog.com/tokyo/A1325/A132501/13243609/
1,居酒屋,ひがこDINING彩り,"営業時間
ディナー18:00～23:00ラストオーダーランチ平日（土・日・祝日休み）11:30～14:00ラストオーダー
日曜営業
定休日
不定休",東京都小金井市東町4-38-17 水沢ビル 1F,https://tabelog.com/tokyo/A1325/A132501/13175430/
2,居酒屋,ツン,"営業時間
【月～日】　16:00〜毎日元気に営業しております!!
日曜営業
定休日
盆正月休み※詳しくはお問合せください。",東京都小金井市本町5-18-5,https://tabelog.com/tokyo/A1325/A132501/13183545/
3,居酒屋,目利きの銀次 武蔵小金井南口駅前店,"営業時間
11:00-0:00
日曜営業
定休日
年中無休","東京都小金井市本町1-18-8 桜並S,Hビル 4Ｆ",https://tabelog.com/tokyo/A1325/A132501/13113482/
4,居酒屋,炭火焼 わら家,"営業時間
18:00～24:00（L.O23：00）
日曜営業
定休日
不定休",東京都小金井市東町4-38-26 トーケンプラザ 1F,https://tabelog.com/tokyo/A1325/A132501/13256541/
5,居酒屋,今日の詩,"営業時間
ディナー17時～23時        お昼の会食は14名様以上のご予約承ります。お問い合わせ下さい。                                                                           
日曜営業
定休日
月・火曜日(15名様以上の御予約で営業可能)",東京都小金井市本町6-13-18,https://tabelog.com/tokyo/A1325/A132501/13128433/
6,居酒屋,炭火屋　ｂｕｃｈｉ,"営業時間
月〜土曜日17:00～24：00日曜日17:00〜23:00
定休日
不定休",東京都小金井市本町5-18-15,https://tabelog.com/tokyo/A1325/A132501/13093161/
7,居酒屋,大衆酒場マルカツ,"営業時間
17:00～翌1:00（L.O.23:30）
定休日
不定休",東京都小金井市東町4-41-2,https://tabelog.com/tokyo/A1325/A132501/13229120/
8,居酒屋,彩食遊膳 和花,"営業時間
ランチ　11:00～15:00（L.O.14:00）ディナー　17:00～22:00（L.O.21:00、ドリンクL.O.21:30）
日曜営業
定休日
水曜日 ※12月31日～1月3日はお休みをいただきます。1月1日は予約限定のおせち弁当の販売をおこないます。",東京都小金井市本町1-5-12,https://tabelog.com/tokyo/A1325/A132501/13162565/
9,居酒屋,鬼無里 小金井店,,東京都小金井市本町5丁目12-15,https://tabelog.com/tokyo/A1325/A132501/13036201/
10,居酒屋,魚やの台所,"営業時間
[月～日]11:00～13:3016:30～22:00
日曜営業
定休日
無休(不定休)",東京都小金井市本町2-6-10,https://tabelog.com/tokyo/A1325/A132501/13081687/
11,居酒屋,みよし,,東京都小金井市本町6-9-42,https://tabelog.com/tokyo/A1325/A132501/13130831/
12,居酒屋,太平楽,"営業時間
17:35～23:00
日曜営業
定休日
月曜",東京都小金井市東町4丁目43-13,https://tabelog.com/tokyo/A1325/A132501/13032224/
13,居酒屋,岳志,"営業時間
  
日曜営業
定休日
木曜日",東京都小金井市東町4-31-18,https://tabelog.com/tokyo/A1325/A132501/13132090/
14,居酒屋,咲,,東京都小金井市本町6-13,https://tabelog.com/tokyo/A1325/A132501/13173129/
15,居酒屋,居酒屋 さち呼,"営業時間
[火～日]17:30～22:30(L.O.)
日曜営業
定休日
月曜日",東京都小金井市本町1-17-9 コウエイビル 1F,https://tabelog.com/tokyo/A1325/A132501/13142799/
16,居酒屋,赤札屋 武蔵小金井店,"営業時間
11：00～22：00
日曜営業
定休日
無休",東京都小金井市本町6-14-28 アクウェルモール 2Ｆ,https://tabelog.com/tokyo/A1325/A132501/13044497/
17,居酒屋,柳田屋 武蔵小金井店,"営業時間
16:00～24:00
日曜営業
定休日
無休",東京都小金井市本町5-19-5,https://tabelog.com/tokyo/A1325/A132501/13194983/
18,居酒屋,大黒屋,"営業時間
17:00～22:00(閉店)
定休日
日曜・祝日",東京都小金井市本町5-17-20-101 1F,https://tabelog.com/tokyo/A1325/A132501/13059299/
19,居酒屋,食彩酒房寛,,東京都小金井市緑町1-6-61,https://tabelog.com/tokyo/A1325/A132501/13065463/
20,居酒屋,居酒屋唐辛子,"営業時間
[日～木]　17:00～23:00（L.O）[金・土・祝日の前日]　17:00～24:00（L.O）
定休日
無休",東京都小金井市本町5-18-13,https://tabelog.com/tokyo/A1325/A132501/13025815/
21,居酒屋,酒美飯囲ひろし,"営業時間
17:00～翌2:00
日曜営業
定休日
不定休※毎月異なるので、電話にてご確認ください。",東京都小金井市東町4-41-2,https://tabelog.com/tokyo/A1325/A132501/13133614/
