,genre,store_name,business_hours,address,url
0,居酒屋,魚民 秋川駅前店,"営業時間
月ー木：17:00-23:00金土　：17:00-03:00日祝　：17:00-23:00※ラストオーダーは料理、ドリンク閉店30分前
日曜営業
定休日
年中無休",東京都あきる野市秋川1-7-2 神田秋川駅前ビル　1Ｆ,https://tabelog.com/tokyo/A1330/A133001/13128585/
1,居酒屋,馬い鶏＋沖縄料理,"営業時間
月曜〜土曜17:00〜24:00
定休日
日曜(祝前日の場合営業。翌祝日が休み)",東京都あきる野市秋川2-1-6 キャッスル田村 1F,https://tabelog.com/tokyo/A1330/A133001/13159747/
2,居酒屋,炭火もつ焼き ひろちゃん,"営業時間
17:00～23:30
日曜営業
定休日
無休",東京都あきる野市野辺457-13,https://tabelog.com/tokyo/A1330/A133001/13287835/
3,居酒屋,和風ダイニング天空,"営業時間
16:00～21:00
日曜営業
定休日
月曜日",東京都あきる野市秋川2-3-4,https://tabelog.com/tokyo/A1330/A133001/13096047/
4,居酒屋,串亭,,東京都あきる野市二宮1492,https://tabelog.com/tokyo/A1330/A133001/13085132/
5,居酒屋,手作りの店　ごはん天晴,,東京都あきる野市二宮1099-3,https://tabelog.com/tokyo/A1330/A133001/13139745/
6,居酒屋,しのぶ,,東京都あきる野市五日市883-5,https://tabelog.com/tokyo/A1330/A133001/13077685/
7,居酒屋,酒処ちょっと恋,,東京都あきる野市油平1-10,https://tabelog.com/tokyo/A1330/A133001/13085134/
8,居酒屋,ことぶき,,東京都あきる野市伊奈886-16,https://tabelog.com/tokyo/A1330/A133001/13074619/
9,居酒屋,居酒屋かっちゃん,,東京都あきる野市伊奈484-1,https://tabelog.com/tokyo/A1330/A133001/13085128/
10,居酒屋,とんとん家,"営業時間
17:00～23:00(L.O.22:30)
日曜営業
定休日
水曜日",東京都あきる野市野辺464-11,https://tabelog.com/tokyo/A1330/A133001/13122905/
11,居酒屋,ばんしゃくや,,東京都あきる野市二宮1163,https://tabelog.com/tokyo/A1330/A133001/13085131/
12,居酒屋,美松,"営業時間
【営業日】金・土・日・月  【営業時間】：16:30PM – 23:00PMラストオーダー​（お盆・年末年始を除く）
日曜営業
定休日
【定休日】火・水・木",東京都あきる野市五日市164,https://tabelog.com/tokyo/A1330/A133001/13082871/
13,居酒屋,呑み屋 彦兵衛,"営業時間
17:00～24:00",東京都あきる野市雨間325-56 岡野ビル 1F,https://tabelog.com/tokyo/A1330/A133001/13238252/
14,居酒屋,鶏や 笹木,"営業時間
月～土 18:00～23:30(L.O.22:30)
定休日
日曜日",東京都あきる野市雨間327-2,https://tabelog.com/tokyo/A1330/A133001/13032903/
15,居酒屋,洋風居酒屋 台,"営業時間
17:30～24:00
定休日
火曜",東京都あきる野市野辺555,https://tabelog.com/tokyo/A1330/A133001/13102632/
16,居酒屋,KAI 秋川店,,東京都あきる野市秋川1-1-10,https://tabelog.com/tokyo/A1330/A133001/13078880/
