,genre,store_name,business_hours,address,url
0,居酒屋,九州処 だいやめ 拝島店,"営業時間
16:00～24:00 （料理L.O. 23:00 ドリンクL.O. 23:30）
日曜営業
定休日
火曜日",東京都福生市熊川1396,https://tabelog.com/tokyo/A1329/A132902/13211688/
1,居酒屋,魚民 福生東口駅前店,"営業時間
17:00-0:00金土17:00-4:00※ラストオーダーは料理、ドリンク閉店30分前
日曜営業
定休日
年中無休",東京都福生市東町3-5 日本マクドナルド福生駅前ビル　3Ｆ,https://tabelog.com/tokyo/A1330/A133002/13102715/
2,居酒屋,SUMII OF DEATH,"営業時間
【日～木】　15:00~24:00【金～土】　17:00~26:00
日曜営業
定休日
不定休",東京都福生市本町102,https://tabelog.com/tokyo/A1330/A133002/13284334/
3,居酒屋,おおしば　福生店,"営業時間
日～木 17:00～23:00 金･土･祝日前 17:00～24:00",東京都福生市大字福生1043-1-101,https://tabelog.com/tokyo/A1330/A133002/13059216/
4,居酒屋,たつあん,"営業時間
ランチ[月～金]１１：３０～１4:００（L.O13:30)※祝日除くディナー[月〜木]17:30〜23:00　[金、土]　17:30～24:00日曜定休　
定休日
日曜日ただし月曜が祝祭日の場合は日曜営業いたします。その場合月曜店休となります",東京都福生市福生1046-1 1F,https://tabelog.com/tokyo/A1330/A133002/13143284/
5,居酒屋,ぶんぶん,"営業時間
［ランチ］11:00～15:00［金・土］17:00～21:00
日曜営業
定休日
不定休",東京都福生市熊川444-6,https://tabelog.com/tokyo/A1329/A132902/13065356/
6,居酒屋,にく処 居酒屋 福の重,,東京都福生市加美平3-1-7 パールヒル 1F,https://tabelog.com/tokyo/A1330/A133002/13203235/
7,居酒屋,酒悦処 みづほ,,東京都福生市福生873,https://tabelog.com/tokyo/A1330/A133002/13132254/
8,居酒屋,才,"営業時間
Lunch Time［月～金］11:00~13:30土曜日、日曜、祝日は休みDinner Time［月～土］17:00～Last日曜日
定休日
ランチ［土曜・日曜・祝日］ディナー［日曜］",東京都福生市本町23-3 1F　奥,https://tabelog.com/tokyo/A1330/A133002/13207547/
9,居酒屋,酒房 久松,,東京都福生市志茂109,https://tabelog.com/tokyo/A1330/A133002/13231496/
10,居酒屋,鳥茂,"定休日
毎週日曜日",東京都福生市福生882,https://tabelog.com/tokyo/A1330/A133002/13075412/
11,居酒屋,ぶらり,"営業時間
[月～土]17:00～24:00　（L.O.23:30）
定休日
不定休",東京都福生市福生875-22 1F,https://tabelog.com/tokyo/A1330/A133002/13162937/
12,居酒屋,まるちゃん,"営業時間
[月～土]18:00～24:00
定休日
日曜日",東京都福生市福生1046 スパイラルビル 102,https://tabelog.com/tokyo/A1330/A133002/13213383/
13,居酒屋,北味,,東京都福生市双葉町2-19-41,https://tabelog.com/tokyo/A1330/A133002/13191638/
14,居酒屋,居酒屋かっぱ,,東京都福生市熊川1697-16,https://tabelog.com/tokyo/A1329/A132902/13085058/
15,居酒屋,焼とりてっぱん 福生駅西口町,"営業時間
全日16:00～1:00
日曜営業
定休日
年中無休（年末年始はお問合せください）",東京都福生市大字福生767 ふるやビル,https://tabelog.com/tokyo/A1330/A133002/13266329/
16,居酒屋,や台や 福生駅西口町,"営業時間
全日15：00～0：00
日曜営業
定休日
年中無休（年末年始はお問合せください）",東京都福生市本町136-2 M・C福生ビル1F-B,https://tabelog.com/tokyo/A1330/A133002/13121231/
17,居酒屋,アマゾン,,東京都福生市牛浜142,https://tabelog.com/tokyo/A1330/A133002/13207242/
18,居酒屋,DINING KITCHEN ハッピー会館,"営業時間
17:30～03:00(L.O.02:00)
定休日
無休",東京都福生市福生779 ラッキービル2F,https://tabelog.com/tokyo/A1330/A133002/13053190/
19,居酒屋,居酒屋 竹,"営業時間

日曜営業",東京都福生市福生878-7 天山ビル2F,https://tabelog.com/tokyo/A1330/A133002/13291583/
20,居酒屋,小枝,,東京都福生市福生876,https://tabelog.com/tokyo/A1330/A133002/13075296/
21,居酒屋,暁,"営業時間
日・祝日～木　17:00～24:00 L.O. 23:30金・土・祝前日　17:00～26:00 L.O. 25:00　
日曜営業
定休日
月曜日",東京都福生市本町133-6 ハイネス福生 101,https://tabelog.com/tokyo/A1330/A133002/13120127/
22,居酒屋,福ちゃん,,東京都福生市志茂80-9,https://tabelog.com/tokyo/A1330/A133002/13075484/
23,居酒屋,びすとろ うの花,,東京都福生市福生880-8 武藤ビル 2F,https://tabelog.com/tokyo/A1330/A133002/13215652/
24,居酒屋,China　IZAKAYA 串亭,,東京都福生市福生880 ミヤビル B1F,https://tabelog.com/tokyo/A1330/A133002/13251061/
25,居酒屋,ちょっとバー メディアタウン,"営業時間
[月・火・水・木・祝]18:00～翌4:00[金・土]18:00～翌5:00
定休日
日曜日",東京都福生市福生888-5 林ビル 1F,https://tabelog.com/tokyo/A1330/A133002/13242267/
26,居酒屋,つまみ家,"営業時間
17:00～24:00 
定休日
日曜日",東京都福生市本町128-1,https://tabelog.com/tokyo/A1330/A133002/13252799/
27,居酒屋,東京ハレル家,"営業時間
17:３0～24:00(L.O.23:00)
日曜営業
定休日
不定休",東京都福生市本町94-1,https://tabelog.com/tokyo/A1330/A133002/13206810/
28,居酒屋,炭火焼鳥 タヌ吉,,東京都福生市武蔵野台1-11-1,https://tabelog.com/tokyo/A1330/A133002/13273734/
29,居酒屋,むら,,東京都福生市福生876,https://tabelog.com/tokyo/A1330/A133002/13085063/
30,居酒屋,梅蘭,,東京都福生市牛浜60-102,https://tabelog.com/tokyo/A1330/A133002/13183534/
